industry_code,industry_name,sector_name,job_title,job_description,key_skills,responsibilities
5192,"Web Search Portals, Libraries, Archives, and Other Information Services",Information (Technology & Media),Systems Analyst,"A Systems Analyst in the Web Search Portals, Libraries, Archives, and Other Information Services industry plays a crucial role in analyzing and improving the organization's information systems. They are responsible for designing and implementing system solutions to enhance the efficiency of these systems and align them with business goals. Their key focus areas include system troubleshooting, user training, and system upgrades.","Technical understanding of information systems, Problem-solving abilities, Excellent communication skills, Project management, Understanding of data analysis and programming, Experience with specific systems and databases like SQL, Ability to work well in a team","Analyzing and understanding system requirements, Designing and implementing system solutions, Performing system upgrades and maintenance, Troubleshooting system issues, Training users on system use and updates, Working closely with other IT professionals and management to align system with business goals"
5192,"Web Search Portals, Libraries, Archives, and Other Information Services",Information (Technology & Media),Information Services Manager,"The Information Services Manager oversees the organization's information services and systems, ensuring efficient and secure data management. They are responsible for developing strategies for information system maintenance, upgrades, and future planning, while ensuring the integrity, confidentiality, and availability of information.","Data Management, IT Systems Knowledge, Strategic Planning, Team Leadership, Communication Skills, Problem-Solving, Attention to Detail","Oversee daily operations of information systems, Develop and implement IT policies and best practices, Collaborate with department heads and users to determine system requirements, Plan and manage system upgrades and security, Train staff in system use and promote data integrity"
5192,"Web Search Portals, Libraries, Archives, and Other Information Services",Information (Technology & Media),Digital Asset Manager,"A Digital Asset Manager in the web search portals, libraries, archives, and other information services industry is responsible for overseeing and maintaining the organization's digital assets. This includes managing, cataloguing, storing, tracking, and securing digital files. Their key focus areas include digital asset organization, preservation, and access control.","Digital asset management software proficiency, Metadata development, Information technology, Project management, Attention to detail, Communication, Problem-solving","Develop and maintain systems to catalog digital assets, Ensure secure access to digital files, Oversee digital asset lifecycle from creation to preservation, Implement policies for digital asset usage, Collaborate with different teams to ensure digital assets meet organization's needs, Troubleshoot any issues related to digital asset management"
5192,"Web Search Portals, Libraries, Archives, and Other Information Services",Information (Technology & Media),Web Analytics Analyst,"A Web Analytics Analyst in the web search portals industry is responsible for tracking, analyzing, and reporting web data. Their main purpose is to understand web traffic and user behavior to improve website performance and user experience. Key focus areas include data analysis, website optimization, and performance reporting.","Web analytics tools (e.g., Google Analytics), Data analysis, Quantitative skills, Problem-solving, Attention to detail, Communication skills, Understanding of SEO principles","Collecting and analyzing web data, Identifying trends and patterns in data sets, Developing strategies to improve website performance and user experience, Presenting data and reports to key stakeholders, Collaborating with cross-functional teams to implement website changes based on data"
5192,"Web Search Portals, Libraries, Archives, and Other Information Services",Information (Technology & Media),Technical Writer,"A Technical Writer in the Web Search Portals, Libraries, Archives, and Other Information Services industry designs, writes, and updates technical documentation such as user manuals, system documentation, and training materials. They take complex information and communicate it clearly, concisely, and accurately without relying on technical or corporate jargon. Their main purpose is to simplify complex information and make it accessible to users with varying levels of technical knowledge.","Technical Writing, Research Skills, Attention to Detail, Ability to Simplify Complex Information, Strong Communication Skills, Knowledge of Relevant Software Applications, Time Management Skills","Creating and updating technical documentation, Translating complex information into user-friendly content, Collaborating with technical staff to ensure accuracy of product descriptions, Conducting quality control checks to meet standards of clarity and comprehension, Keeping abreast of technological changes and developments"
5192,"Web Search Portals, Libraries, Archives, and Other Information Services",Information (Technology & Media),Network Administrator,"A Network Administrator in the Web Search Portals, Libraries, Archives, and Other Information Services industry is responsible for maintaining computing environment by identifying network requirements, installing upgrades, and monitoring network performance. They ensure the stability and integrity of data communication and server deployment through troubleshooting network issues and outages.","Technical understanding of network hardware, Excellent problem-solving skills, Knowledge of network security systems, Ability to manage multiple projects, Strong communication skills, Familiarity with database performance tuning, Understanding of network protocols","Design and deploy networks, Perform network maintenance and system upgrades, Monitor performance and ensure system availability and reliability, Troubleshoot network problems and outages, Collaborate with network architects on network optimization, Secure network systems by establishing and enforcing policies"
5192,"Web Search Portals, Libraries, Archives, and Other Information Services",Information (Technology & Media),Cyber Security Analyst,"A Cyber Security Analyst in the Information Technology sector is responsible for protecting an organization's computer networks and systems. They plan and implement security measures to protect the system from cyber attacks, data breaches, and identity theft. Their key focus areas include network security, risk analysis, and incident response.","Knowledge of cybersecurity and related technologies, Problem-solving abilities, Attention to detail, Strong understanding of computer networks, systems, and data, Proficiency in programming languages, Excellent communication skills, Ability to work under pressure","Monitoring organization's networks for security issues, Installing security measures and operate software to protect systems and information infrastructure, Conducting penetration testing, Analyzing security breaches to identify the root cause, Documenting security breaches and assess the damage they cause"
5192,"Web Search Portals, Libraries, Archives, and Other Information Services",Information (Technology & Media),Data Scientist,"A Data Scientist in the Web Search Portals, Libraries, Archives, and Other Information Services industry uses data analysis techniques to help companies interpret rich data sources and improve business operations. They use machine learning algorithms to predict trends and patterns which can lead to strategic decisions. Their main focus areas include data mining, data interpretation, and predictive modeling.","Strong knowledge in statistics and machine learning, Proficiency in Python or R, Data visualization and reporting skills, Strong problem-solving ability, Excellent communication and presentation skills, Ability to work in a team, Knowledge of SQL databases","Identifying data sources and automating collection processes, Undertaking preprocessing of structured and unstructured data, Analyzing large amounts of information to discover trends and patterns, Building predictive models and machine-learning algorithms, Presenting information using data visualization techniques, Collaborating with engineering and product development teams"
5411,Legal Services,"Professional, Scientific, and Technical Services (Business Consulting)",Attorney,"An Attorney in the Legal Services industry provides legal advice to clients, represents them in legal proceedings, and prepares necessary legal documents. Their main purpose is to interpret laws, rulings, and regulations for individuals and businesses, with a key focus on protecting their clients' rights and interests.","Legal Research, Analytical Thinking, Written and Verbal Communication, Client Service, Ethics and Professionalism, Negotiation, Time Management","Representing clients in court, Drafting and reviewing legal documents, Advising clients on their legal rights and obligations, Conducting legal research and analysis, Negotiating settlements for legal disputes, Maintaining client confidentiality and professional ethics"
5411,Legal Services,"Professional, Scientific, and Technical Services (Business Consulting)",Paralegal,"A paralegal provides essential support to attorneys in legal services, primarily focusing on legal research, drafting documents, and preparing for trials. Their main purpose is to organize and manage legal information in a way that helps attorneys achieve their clients' objectives.","Strong Research Skills, Proficient in Legal Document Drafting, Excellent Written and Verbal Communication, Familiarity with Legal Software, Detail-Oriented, Strong Organizational Skills, Ethical Judgment","Conducting Legal Research, Drafting Legal Documents, Assisting Attorneys in Trial Preparation, Managing Legal Documentation and Correspondence, Ensuring Compliance with Legal Procedures"
5411,Legal Services,"Professional, Scientific, and Technical Services (Business Consulting)",Legal Secretary,"A Legal Secretary provides vital support to attorneys and paralegals, primarily focused on managing day-to-day operations such as document management, client interactions, and administrative tasks. Their key focus areas include drafting legal documents, scheduling appointments, and keeping track of court dates and deadlines.","Proficiency in legal terminology, Familiarity with law, court procedures and protocols, Excellent written and verbal communication, Strong organizational skills, Ability to multitask, Proficiency in MS Office Suite, High level of confidentiality","Drafting and typing legal documents, Scheduling court depositions, hearings, and other meetings, Liaising with clients and legal professionals, Organizing and maintaining files, Overseeing office administrative tasks"
5411,Legal Services,"Professional, Scientific, and Technical Services (Business Consulting)",Legal Consultant,"A Legal Consultant in the Legal Services industry provides expert and strategic legal advice to organizations. They evaluate and minimize risk, ensure compliance with legal regulations, and deal with complex legal issues related to business transactions.","Knowledge of Legal Procedures, Analytical Thinking, Negotiation Skills, Attention to Detail, Strong Communication Skills, Problem Solving, Ethical Judgment","Providing expert legal support and advice to clients, Drafting, reviewing and negotiating contracts, Researching and anticipating unique legal issues that could impact the company, Ensuring the legal compliance of the company, Representing the company in legal proceedings"
5411,Legal Services,"Professional, Scientific, and Technical Services (Business Consulting)",Litigation Support Specialist,"A Litigation Support Specialist in the Legal Services industry supports legal teams by managing and organizing large amounts of data related to legal proceedings. Their primary focus is to ensure data integrity, assist in electronic discovery, and provide technical support during trials.","Electronic Discovery Reference Model (EDRM) knowledge, Database management, Legal documentation knowledge, Proficiency in e-discovery tools, Attention to detail, Strong communication skills, Problem-solving abilities","Organizing and managing electronic data, Assisting in discovery process, Developing and implementing databases for managing legal data, Providing technical assistance during trials, Coordinating with legal teams on litigation cases, Compliance with legal and regulatory standards"
5411,Legal Services,"Professional, Scientific, and Technical Services (Business Consulting)",Legal Analyst,"A Legal Analyst in the Legal Services industry conducts legal research, interprets laws and regulations, and provides detailed reports to support legal proceedings. Their main purpose is to aid attorneys or corporate legal teams in preparing for trials, hearings, or corporate policy development. Key focus areas include legal research, data analysis, and regulatory compliance.","Legal Research, Analytical Skills, Communication Skills, Attention to Detail, Knowledge of Legal Terminology, Proficiency in Legal Research Tools, Time Management","Conduct Legal Research, Analyze and Summarize Legal Documents, Monitor Regulatory Changes, Assist in Case Preparation, Prepare Legal Reports, Support Compliance Processes"
5411,Legal Services,"Professional, Scientific, and Technical Services (Business Consulting)",Compliance Officer,"A Compliance Officer in the Legal Services industry is responsible for ensuring that the organization complies with all internal and external laws, regulations, and policies. Their main focus is to identify and manage regulatory risk, develop compliance programs, and advise management on the organization's compliance with laws and regulations.","Knowledge of legal and regulatory requirements, Risk assessment, Analytical skills, Attention to detail, Problem-solving skills, Excellent communication skills, Ability to interpret and apply laws and regulations","Developing and implementing compliance programs, Conducting internal reviews and audits, Providing training on compliance-related topics, Advising management on compliance matters, Investigating compliance issues and coordinating responses"
5411,Legal Services,"Professional, Scientific, and Technical Services (Business Consulting)",Legal Operations Manager,"A Legal Operations Manager is responsible for overseeing the operational and administrative areas of a law firm or legal department. Their main purpose is to ensure efficiency and effectiveness in legal processes, while focusing on areas such as budgeting, technology implementation, and vendor management.","Project Management, Legal Knowledge, Strategic Planning, Budgeting, Technology Integration, Leadership, Communication","Managing legal department operations, Implementing technology solutions for legal processes, Overseeing departmental budget and spending, Coordinating with external vendors, Facilitating team communication and collaboration, Driving strategic planning for the legal team"
5411,Legal Services,"Professional, Scientific, and Technical Services (Business Consulting)",Document Management Specialist,"A Document Management Specialist in the Legal Services industry is responsible for creating, maintaining, and retiring legal documents according to regulations and best practices. They ensure the integrity, accessibility, and confidentiality of documents while also optimizing the document lifecycle processes.","Document Management, Legal Compliance Knowledge, Attention to Detail, Information Technology, Communication, Problem-solving, Time Management","Maintaining and updating document management systems, Ensuring compliance with legal requirements and standards, Creating and implementing document control procedures, Responding to document retrieval requests, Training staff on document management procedures"
5411,Legal Services,"Professional, Scientific, and Technical Services (Business Consulting)",Contract Administrator,"A Contract Administrator in the Legal Services industry is responsible for the preparation, review, and administration of contractual proposals relating to business consulting services. Their main purpose is to ensure that all contracts are executed in compliance with laws and regulations and meet the company's business goals. Their key focus areas include contract negotiation, document management, and risk assessment.","Contract Negotiation, Legal Compliance, Risk Assessment, Document Management, Attention to Detail, Effective Communication, Problem-solving","Preparing and reviewing contracts, Negotiating contract terms with internal and external business partners, Assessing and mitigating contractual risk, Ensuring all contracts are executed in accordance with legal and business requirements, Maintaining and updating contractual records and documentation"
5411,Legal Services,"Professional, Scientific, and Technical Services (Business Consulting)",Intellectual Property Specialist,"An Intellectual Property Specialist in the Legal Services industry is responsible for managing and protecting an organization's intellectual property assets. They focus on assessing, securing, and enforcing intellectual property rights and work closely with patent attorneys, engineers, and business leaders.","Understanding of IP laws and regulations, Detail-oriented, Strong communication skills, Problem-solving abilities, Familiarity with patent databases and research tools, Negotiation skills, Time management","Conducting intellectual property research, Preparing and filing patent applications, Ensuring compliance with IP laws, Managing IP portfolio, Liaising with patent attorneys and legal teams, Assisting in IP disputes and enforcement"
5411,Legal Services,"Professional, Scientific, and Technical Services (Business Consulting)",Legal Researcher,"A Legal Researcher in the Legal Services industry primarily conducts thorough research on legal matters, generates reports, and supports legal proceedings. Their main focus is to provide accurate, up-to-date legal information to support cases, policy development, and other legal services.","Legal analysis, Knowledge of legal research software, Attention to detail, Written and verbal communication, Time management, Critical thinking, Problem-solving","Performing extensive legal research, Preparing and presenting detailed reports, Assisting in the preparation of legal documents, Keeping up-to-date with industry trends and legal changes, Collaborating with legal teams to develop case strategies, Ensuring compliance with legal regulations"
5411,Legal Services,"Professional, Scientific, and Technical Services (Business Consulting)",Case Manager,"A Case Manager in the Legal Services industry is responsible for coordinating all aspects of a client's case, including the organization, monitoring, and administration. They serve as the main point of contact for all parties involved and ensure that all legal services are carried out efficiently and effectively.","Superior organizational skills, Excellent written and verbal communication, Knowledge of legal terminology and principles, Ability to manage multiple cases, Strong interpersonal skills, Proficient in case management software","Coordinating all aspects of a client's case, Communicating regularly with clients to update them on the progress of their case, Liaising with lawyers, paralegals, and other legal professionals to ensure all tasks are completed, Organizing and maintaining case files, Ensuring compliance with legal regulations and ethical standards"
5411,Legal Services,"Professional, Scientific, and Technical Services (Business Consulting)",Law Firm Administrator,"A Law Firm Administrator oversees the business operations of a law firm. Their main purpose is to ensure that the office runs smoothly and efficiently while also strategizing for future growth. Key focus areas include human resources, financial management, strategic planning, and technology management.","Management skills, Financial literacy, Legal knowledge, Strategic planning, Human resources management, Technology proficiency, Problem-solving skills","Managing day-to-day operations of the law firm, Overseeing financial management including budgeting and payroll, Developing and implementing strategic plans for growth, Managing human resources including hiring and training staff, Ensuring the firm's technology systems are up-to-date and efficient, Handling problem-solving tasks as they arise"
5411,Legal Services,"Professional, Scientific, and Technical Services (Business Consulting)",Mediator,"A Mediator in the Legal Services industry facilitates negotiations and conflict resolution through dialogue. They strive to find a peaceful solution to disputes between two or more parties, primarily focusing on civil, domestic, or business disputes.","Negotiation Skills, Conflict Resolution, Emotional Intelligence, Legal Knowledge, Effective Communication, Active Listening, Problem-Solving","Facilitating open dialogue between disputing parties, Identifying and exploring interests underlying disputes, Guiding parties towards mutual agreement, Preparing and presenting reports on mediation process, Ensuring confidentiality of the proceedings"
5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services","Professional, Scientific, and Technical Services (Business Consulting)",Certified Public Accountant,"A Certified Public Accountant (CPA) is responsible for preparing and analyzing financial reports for individuals and companies. Their main purpose is to ensure financial records are accurate, taxes are paid correctly and on time, and to provide financial advice to help clients make well-informed decisions.","Financial analysis, Knowledge of tax laws, Attention to detail, Problem-solving, Time management, Communication, Ethical integrity","Prepare tax returns and ensure prompt payment, Conduct regular audits to verify the accuracy of financial data, Provide consulting on financial matters, Develop effective strategies for financial management and tax planning, Ensure compliance with financial regulations and standards"
5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services","Professional, Scientific, and Technical Services (Business Consulting)",Tax Consultant,"A Tax Consultant is responsible for advising clients on tax-related issues, preparing and reviewing tax returns, and ensuring compliance with local, state, and federal tax laws. Their main focus areas include tax planning, auditing, and legal tax matters.","Strong knowledge of tax laws and regulations, Proficiency in tax software, Attention to detail, Problem-solving skills, Excellent communication skills, Ability to work under pressure, Analytical thinking","Advising clients on tax liabilities, Preparing and reviewing tax returns, Ensuring compliance with tax laws and regulations, Identifying tax savings opportunities, Handling tax audits and legal issues"
5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services","Professional, Scientific, and Technical Services (Business Consulting)",Bookkeeper,"A Bookkeeper in the accounting sector is responsible for maintaining financial records, balancing financial accounts, and accurately recording all transactions. Their main purpose is to ensure all finances are in order and up-to-date, and their key focus areas include account reconciliation, data entry, and financial reporting.","Accounting skills, Attention to detail, Proficiency in QuickBooks and Microsoft Excel, Data entry, Organizational skills, Time management, Basic understanding of business practices","Maintaining financial records, Balancing books and bank statements, Processing payments and invoices, Preparing financial reports, Administering payroll, Ensuring compliance with tax regulations"
5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services","Professional, Scientific, and Technical Services (Business Consulting)",Payroll Specialist,"A Payroll Specialist is primarily responsible for handling all aspects of payroll processing within a company. They ensure timely and accurate delivery of payroll, compliance with payroll tax laws, and manage payroll-related queries from employees. Their key focus areas are payroll administration, regulatory compliance, and employee communication.","Attention to detail, Numeracy skills, Knowledge of payroll systems and software, Strong communication skills, Ability to handle confidentiality, Understanding of tax procedures and laws, Time management","Processing payroll in a timely and accurate manner, Ensuring compliance with tax laws and regulations, Resolving employee queries related to payroll, Maintaining and updating payroll records, Preparing and submitting reports on payroll operations"
5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services","Professional, Scientific, and Technical Services (Business Consulting)",Financial Analyst,"A Financial Analyst in the Accounting and Payroll Services industry is responsible for assessing the financial health of their company or client. Their main purpose is to guide financial decisions by establishing, monitoring, and enforcing policies and procedures. They also focus on protecting assets by establishing, monitoring, and enforcing internal controls.","Financial Expertise, Data Analysis, Decision Making, Attention to detail, Communication Skills, Problem-solving skills, Knowledge of financial software","Forecasting annual, quarterly and monthly financial results, Analyzing financial data and creating financial models for decision support, Evaluating financial performance by comparing and analyzing actual results with plans and forecasts, Guiding cost analysis process by establishing and enforcing policies and procedures"
5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services","Professional, Scientific, and Technical Services (Business Consulting)",Audit Manager,"An Audit Manager in the Accounting industry oversees the auditing process, ensuring compliance with both internal company standards and external regulations. They are responsible for planning, executing and managing audits, and reporting findings to senior management.","Knowledge of auditing standards and regulations, Financial analysis, Risk assessment, Communication skills, Leadership and team management, Attention to detail, Problem-solving","Planning and implementing company audits, Managing and guiding audit teams, Reviewing and verifying financial information, Ensuring compliance with regulations and laws, Communicating audit findings to senior management, Recommending changes and improvements"
5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services","Professional, Scientific, and Technical Services (Business Consulting)",Tax Director,"A Tax Director is responsible for managing the organization's tax strategies, operations, and compliance. They oversee tax reporting and planning, ensure adherence to local and federal tax laws, and work towards minimizing tax liabilities and risks.","Expertise in tax laws and regulations, Strong leadership skills, Analytical thinking, Attention to detail, Strategic planning, Excellent communication skills, Knowledge of accounting principles","Developing and implementing tax strategies and policies, Managing tax compliance and reporting, Liaising with tax authorities and external auditors, Providing tax advice on mergers and acquisitions, Overseeing tax risk management, Maintaining accurate tax records and documentation"
5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services","Professional, Scientific, and Technical Services (Business Consulting)",Forensic Accountant,"A Forensic Accountant is a specialized accountant who investigates financial discrepancies and fraudulent activities. Their primary focus is to analyze financial information, identify irregularities and provide litigation support in court cases.","Financial Analysis, Fraud Detection, Knowledge of Laws and Regulations, Attention to Detail, Critical Thinking, Excellent Communication, Problem-Solving","Investigating and analyzing financial evidence, Developing computerized applications to assist in the analysis and presentation of financial evidence, Communicating their findings in the form of reports, exhibits and collections of documents, Assisting in legal proceedings, including testifying in court as an expert witness and preparing visual aids to support trial evidence"
5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services","Professional, Scientific, and Technical Services (Business Consulting)",Management Consultant,"A Management Consultant in the Accounting, Tax Preparation, Bookkeeping, and Payroll Services industry provides expert advice to clients on financial strategies, helps in solving complex business problems, and enhances overall business performance. Their main purpose is to analyze financial data, develop effective business strategies, and facilitate change to improve profitability and efficiency.","Financial Analysis, Business Strategy Development, Problem-Solving, Change Management, Interpersonal Skills, Communication, Attention to Detail","Analyzing financial data and business processes, Developing and implementing business strategies, Advising on tax preparation and payroll services, Facilitating change management processes, Building and maintaining client relationships, Providing expert advice to clients on financial management"
5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services","Professional, Scientific, and Technical Services (Business Consulting)",Financial Controller,"A Financial Controller in the accounting and professional services industry is primarily responsible for managing all aspects of a company's financial operations, including accounting, budgeting, and financial reporting. Their main purpose is to ensure financial integrity, compliance with regulations, and provide strategic financial insights to support business decision-making.","Financial Analysis, Accounting, Budgeting, Financial Reporting, Regulatory Compliance, Strategic Planning, Leadership, Communication","Manage and oversee all financial operations and procedures, Develop strategic financial plans and budgets, Ensure compliance with accounting regulations and standards, Prepare and present financial reports to senior management, Analyze financial data and make recommendations for cost reduction and profit maximization"
5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services","Professional, Scientific, and Technical Services (Business Consulting)",Business Advisor,"A Business Advisor in the Accounting, Tax Preparation, Bookkeeping, and Payroll Services industry provides strategic financial advice to businesses, helps in financial planning and management, and ensures compliance with tax laws. They are focused on improving a company's financial efficiency and helping them make informed decisions about their financial future.","Financial Analysis, Strategic Planning, Understanding of Tax Laws and Regulations, Bookkeeping, Payroll Management, Excellent Communication Skills, Problem-Solving Skills","Providing strategic financial advice, Planning and managing company finances, Ensuring compliance with tax laws, Overseeing bookkeeping and payroll services, Communicating and explaining financial information to non-financial stakeholders, Identifying financial risks and opportunities"
5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services","Professional, Scientific, and Technical Services (Business Consulting)",Risk Management Specialist,"A Risk Management Specialist in the accounting and payroll services industry identifies, assesses, and prepares mitigation plans for risks related to accounting and financial processes. Their main purpose is to protect the company's assets, minimize risk-related losses and ensure compliance with regulatory mandates. They focus on risk management strategy, policy development, and implementing risk control measures.","Risk assessment and mitigation techniques, Financial analysis, Knowledge of accounting principles and regulatory standards, Problem-solving, Attention to detail, Excellent communication skills, Decision-making","Identify and assess potential risks to the organization, Develop and implement risk management policies and procedures, Conduct audits to ensure compliance with regulations, Prepare reports on risk management issues and present to senior management, Develop risk mitigation plans, Stay up to date with industry changes and regulations"
5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services","Professional, Scientific, and Technical Services (Business Consulting)",Internal Auditor,"An Internal Auditor in the Accounting industry is responsible for reviewing and assessing an organization's financial operations, internal controls, and compliance with regulations. Their main purpose is to identify areas of risk and inefficiency, provide recommendations for improvement, and ensure the organization's financial integrity.","Financial Analysis, Risk Assessment, Regulatory Compliance, Internal Control Evaluation, Report Writing, Attention to Detail, Communication Skills","Perform and control the full audit cycle, Evaluate the efficacy of risk management procedures, Prepare and present reports that reflect audit’s results, Conduct follow up audits, Document process and prepare audit findings"
5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services","Professional, Scientific, and Technical Services (Business Consulting)",Corporate Treasurer,"A Corporate Treasurer is responsible for managing the financial activities and policies of an organization. This includes managing corporate liquidity, investments, and risk management related to a company's financial activities.","Financial Management, Risk Management, Strategic Planning, Investment Management, Knowledge of Financial Markets, Excellent Numerical Skills, Strong Communication Skills","Oversee the company's financial activities and investment strategies, Manage financial risk and liquidity, Ensure compliance with financial regulations and standards, Develop financial reports and forecasts, Maintain relationships with banks and investors"
5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services","Professional, Scientific, and Technical Services (Business Consulting)",Financial Planner,"A Financial Planner in the Accounting, Tax Preparation, Bookkeeping, and Payroll Services industry is responsible for assisting clients in managing their finances, including investment planning, retirement planning, and tax planning. Their main purpose is to guide clients towards their financial goals and offer strategies to achieve them.","Financial Planning, Investment Management, Retirement Planning, Tax Planning, Risk Management, Relationship Management, Analytical Skills, Communication Skills","Assess client's current financial situation, Develop comprehensive financial plans, Conduct regular reviews and updates of client's financial plan, Implement financial plan recommendations, Monitor and manage portfolio performance, Ensure compliance with financial regulations"
5413,"Architectural, Engineering, and Related Services","Professional, Scientific, and Technical Services (Business Consulting)",Architect,"An Architect in the architectural, engineering, and related services industry is responsible for designing buildings and physical environments, considering functionality, aesthetics, and safety. They are also tasked with managing the overall project, coordinating with the construction team and ensuring that the design complies with regulations and standards.","Proficiency in AutoCAD, Strong communication skills, Project management, Knowledge of building codes and regulations, Creative thinking, Problem-solving skills, Attention to detail","Create architectural designs and plans, Coordinate with clients to understand their design requirements, Manage construction projects to ensure alignment with design, Ensure compliance with safety regulations and building codes, Collaborate with a team of engineers, interior designers, and construction managers, Review and approve project designs and plans"
5413,"Architectural, Engineering, and Related Services","Professional, Scientific, and Technical Services (Business Consulting)",Civil Engineer,"A Civil Engineer in the Architectural, Engineering, and Related Services industry designs, plans, and supervises construction projects such as airports, bridges, channels, dams, railroads, and roads. They ensure the safety, durability, and sustainability of the structures, focusing on cost management, environmental concerns, and regulatory compliance.","Project Management, Structural Engineering, Geotechnical Engineering, Water Resources Engineering, Transportation Engineering, Proficient in CAD and Design Software, Strong Mathematical Skills, Critical Thinking, Problem Solving, Excellent Written and Verbal Communication","Designing construction projects, Preparing budget reports, Supervising construction sites, Ensuring projects comply with legal requirements, Assessing potential risks, Collaborating with architects and contractors"
5413,"Architectural, Engineering, and Related Services","Professional, Scientific, and Technical Services (Business Consulting)",Electrical Engineer,"An Electrical Engineer in the Architectural, Engineering, and Related Services industry is responsible for designing, developing, and testing electrical equipment and systems. Their primary focus is on ensuring safety, reliability, and efficiency of these systems, as well as troubleshooting any issues that arise.","Understanding of electrical systems, Problem-solving abilities, Attention to detail, Communication skills, Time management, Familiarity with CAD software, Teamwork","Designing and implementing electrical systems, Testing and modifying systems to improve efficiency, Troubleshooting and resolving issues, Collaborating with multidisciplinary teams, Ensuring compliance with safety and performance standards"
5413,"Architectural, Engineering, and Related Services","Professional, Scientific, and Technical Services (Business Consulting)",Structural Engineer,"A Structural Engineer in the Architectural, Engineering, and Related Services industry designs, plans and oversees the construction of new buildings and bridges, or alterations and extensions to existing properties or other structures. They ensure the safety and durability of these structures and assess their ability to withstand structural loads and stresses.","In-depth knowledge of engineering principles and methodologies, Proficiency in design and visualization software, Strong mathematical and analytical skills, Excellent project and time management capabilities, Advanced problem-solving skills, Excellent communication and teamwork skills","Designing and analyzing structural components and systems, Preparing and presenting detailed technical reports and drawings, Overseeing the construction of new buildings and bridges to ensure compliance with design, Ensuring the safety and durability of the structures, Assessing the ability of the structure to withstand varying loads and stresses, Collaborating with other engineers, architects, and construction professionals"
5413,"Architectural, Engineering, and Related Services","Professional, Scientific, and Technical Services (Business Consulting)",Mechanical Engineer,"A Mechanical Engineer in the Architectural, Engineering, and Related Services industry is primarily responsible for the design, analysis, and improvement of mechanical systems. They apply principles of physics and materials science in the development of machinery and mechanical services, with a focus on improving efficiency, reliability, safety, and functionality.","Proficiency in CAD software, Understanding of thermodynamics, Structural analysis, Project management, Strong mathematics skills, Problem-solving abilities, Excellent communication skills","Designing and implementing cost-effective equipment modifications to help improve safety and reliability, Developing a project specification with colleagues, often including those from other engineering disciplines, Developing, testing and evaluating theoretical designs, Discussing and solving complex problems with manufacturing departments, sub-contractors, suppliers and customers"
5413,"Architectural, Engineering, and Related Services","Professional, Scientific, and Technical Services (Business Consulting)",Landscape Architect,"A Landscape Architect designs, plans, and manages outdoor spaces including urban plazas, parks, residential areas, school campuses, and more. They focus on functionality, aesthetics, and environmental sustainability in their designs, ensuring that each space enhances the quality of life for its users and respects the surrounding environment.","Design skills, Knowledge of horticulture and ecology, Project management, AutoCAD proficiency, Creative problem-solving, Strong communication, Attention to detail","Creating landscape designs and plans, Collaborating with clients and stakeholders, Ensuring designs comply with environmental and zoning laws, Overseeing construction of outdoor spaces, Managing project budgets and timelines, Maintaining updated knowledge of industry trends and advancements"
5413,"Architectural, Engineering, and Related Services","Professional, Scientific, and Technical Services (Business Consulting)",Draftsman,"A Draftsman in the Architectural, Engineering, and Related Services industry is responsible for creating technical drawings and plans based on the specifications of engineers and architects. These professionals play an essential role in the design and planning stages of construction, civil engineering, and manufacturing projects. Their key focus areas include drafting, design detailing, and 3D modeling.","Technical drawing, 3D modeling, Computer-Aided Design (CAD) software proficiency, Detail orientation, Understanding of engineering and architectural principles, Time management skills, Communication skills","Creating detailed technical drawings and plans based on specifications from engineers and architects, Using CAD software to create 3D models of structures and systems, Ensuring all drawings and plans adhere to set technical and structural standards, Collaborating with engineers, architects, and other team members to clarify design details and modifications, Conducting revisions and updates to drawings and plans as per feedback from engineers and architects"
5413,"Architectural, Engineering, and Related Services","Professional, Scientific, and Technical Services (Business Consulting)",CAD Technician,"A CAD Technician in the Architectural, Engineering, and Related Services industry is responsible for creating technical design plans using Computer-Aided Design (CAD) software. They play a crucial role in the planning stages of projects, providing detailed diagrams and schematics that are used to guide construction or engineering work.","Proficiency in CAD software, Understanding of engineering and architectural drawings, Attention to detail, Problem-solving abilities, Good communication skills, Ability to work in a team","Creating technical drawings based on given specifications and calculations, Reviewing and modifying CAD drawings, Preparing and presenting design proposals, Collaborating with architects and engineers to gather product and structural requirements, Ensuring all drawings comply with the established specifications and standards"
